 area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1800,3.0,2.0,90.0,3.0,1800.0,5000.0,600.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,71.5,2.0,1339.0,5339.805825242718,669.5
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,58.0,2.0,1339.0,4331.59073935773,669.5
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,670,1.0,1.0,35.0,1.0,670.0,5223.880597014925,670.0
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1340,2.0,2.0,60.0,2.0,1340.0,4477.611940298508,670.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1260,3.0,3.0,63.58,3.0,1260.0,5046.0317460317465,420.0
Super built-up  Area,18-May,Kanakpura Road,2 BHK,1155,2.0,1.0,55.5,2.0,1155.0,4805.194805194805,577.5
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900,2.0,1.0,41.0,2.0,900.0,4555.555555555556,450.0
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,700,2.0,1.0,34.99,2.0,700.0,4998.571428571428,350.0
Super built-up  Area,21-May,Kanakpura Road,2 BHK,1309,2.0,3.0,64.39,2.0,1309.0,4919.022154316272,654.5
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,30.0,1.0,525.0,5714.285714285715,525.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,82.0,3.0,1843.0,4449.267498643516,614.3333333333334
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3.0,3.0,65.11,3.0,1550.0,4200.645161290323,516.6666666666666
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1498,3.0,2.0,95.0,3.0,1498.0,6341.789052069425,499.3333333333333
Super built-up  Area,18-Apr,Kanakpura Road,1 BHK,525,2.0,2.0,27.0,1.0,525.0,5142.857142857143,525.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3.0,2.0,86.91,3.0,1665.0,5219.81981981982,555.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3.0,2.0,86.58,3.0,1665.0,5200.0,555.0
Super built-up  Area,21-Mar,Kanakpura Road,1 BHK,712,1.0,1.0,38.44,1.0,712.0,5398.876404494382,712.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,62.4,3.0,1450.0,4303.448275862069,483.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,85.0,3.0,1843.0,4612.045577862181,614.3333333333334
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1628,2.0,2.0,68.0,2.0,1628.0,4176.904176904177,814.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1507,2.0,3.0,95.0,3.0,1507.0,6303.9150630391505,502.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3.0,3.0,63.5,3.0,1550.0,4096.774193548387,516.6666666666666
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1737,3.0,3.0,85.0,3.0,1737.0,4893.494530800231,579.0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2.0,1.0,35.07,2.0,700.0,5010.0,350.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,85.0,2.0,1339.0,6348.020911127707,669.5
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,27.0,1.0,525.0,5142.857142857143,525.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,27.5,1.0,525.0,5238.0952380952385,525.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1010 - 1300,2.0,0.0,50.125,2.0,1155.0,4339.82683982684,577.5
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,26.25,1.0,525.0,5000.0,525.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3.0,3.0,60.98,3.0,1452.0,4199.724517906336,484.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,26.0,1.0,525.0,4952.380952380952,525.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1050,2.0,1.0,59.0,3.0,1050.0,5619.047619047619,350.0
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,1600,3.0,3.0,90.0,3.0,1600.0,5625.0,533.3333333333334
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,2.0,2.0,29.25,1.0,525.0,5571.428571428572,525.0
Super built-up  Area,21-May,Kanakpura Road,2 BHK,1283,2.0,2.0,63.22,2.0,1283.0,4927.5136399064695,641.5
Super built-up  Area,18-Apr,Kanakpura Road,2 BHK,700 - 900,2.0,2.0,41.145,2.0,800.0,5143.125000000001,400.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,53.0,3.0,1100.0,4818.181818181818,366.6666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,88.0,3.0,1843.0,4774.823657080847,614.3333333333334
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,56.57,3.0,1100.0,5142.727272727273,366.6666666666667
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2.0,1.0,35.0,2.0,700.0,5000.0,350.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3.0,3.0,65.1,3.0,1550.0,4199.999999999999,516.6666666666666
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,96.2,3.0,1843.0,5219.750406945198,614.3333333333334
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3.0,3.0,64.7,3.0,1550.0,4174.193548387097,516.6666666666666
Super built-up  Area,21-May,Kanakpura Road,3 BHK,1500,3.0,1.0,72.99,3.0,1500.0,4865.999999999999,500.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,2.0,2.0,62.93,3.0,1450.0,4340.0,483.3333333333333
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1240,2.0,2.0,65.0,2.0,1240.0,5241.935483870968,620.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1420,3.0,3.0,68.0,3.0,1420.0,4788.732394366197,473.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1498,3.0,2.0,74.9,3.0,1498.0,5000.000000000001,499.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1300,2.0,2.0,55.0,3.0,1300.0,4230.7692307692305,433.3333333333333
Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,700,2.0,1.0,41.0,2.0,700.0,5857.142857142857,350.0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2.0,1.0,35.0,2.0,700.0,5000.0,350.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1570,3.0,3.0,65.93,3.0,1570.0,4199.363057324841,523.3333333333334
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,2.0,65.0,3.0,1450.0,4482.758620689655,483.3333333333333
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,700,1.0,1.0,41.0,2.0,700.0,5857.142857142857,350.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1135,2.0,1.0,56.74,2.0,1135.0,4999.1189427312775,567.5
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,1100,3.0,1.0,58.0,3.0,1100.0,5272.727272727273,366.6666666666667
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1140,2.0,1.0,65.0,2.0,1140.0,5701.754385964912,570.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3.0,3.0,60.0,3.0,1452.0,4132.231404958678,484.0
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,700,2.0,1.0,40.0,2.0,700.0,5714.285714285715,350.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,2.0,1.0,52.97,3.0,1100.0,4815.454545454545,366.6666666666667
Super built-up  Area,18-May,Kanakpura Road,3 BHK,1450,2.0,2.0,70.18,3.0,1450.0,4840.000000000001,483.3333333333333
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,525,1.0,1.0,26.01,1.0,525.0,4954.285714285715,525.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,85.0,3.0,1843.0,4612.045577862181,614.3333333333334
Super built-up  Area,21-May,Kanakpura Road,3 BHK,1938,3.0,3.0,92.69,3.0,1938.0,4782.765737874097,646.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1430 - 1630,2.0,2.0,70.99,3.0,1530.0,4639.869281045751,510.0
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1322,2.0,3.0,70.0,2.0,1322.0,5295.00756429652,661.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1698,2.0,1.0,105.0,2.0,1698.0,6183.745583038869,849.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1300,3.0,2.0,69.0,3.0,1300.0,5307.692307692308,433.3333333333333
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,1300,3.0,1.0,69.0,3.0,1300.0,5307.692307692308,433.3333333333333
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2.0,1.0,34.0,2.0,700.0,4857.142857142857,350.0
Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,1167,2.0,1.0,63.0,2.0,1167.0,5398.457583547558,583.5
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1419.59,2.0,1.0,65.0,3.0,1419.59,4578.786832817927,473.19666666666666
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3.0,2.0,78.0,3.0,1665.0,4684.684684684685,555.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,63.0,2.0,1339.0,4705.003734129948,669.5
Super built-up  Area,20-Oct,Kanakpura Road,3 BHK,1300,3.0,1.0,69.0,3.0,1300.0,5307.692307692308,433.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,60.9,3.0,1450.0,4200.0,483.3333333333333
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900,2.0,2.0,41.0,2.0,900.0,4555.555555555556,450.0
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,1300,3.0,1.0,64.0,3.0,1300.0,4923.076923076923,433.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1120,2.0,1.0,51.0,2.0,1120.0,4553.571428571428,560.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1430,2.0,2.0,78.0,2.0,1430.0,5454.545454545455,715.0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2.0,1.0,36.0,2.0,700.0,5142.857142857143,350.0
Super built-up  Area,18-Aug,Kanakpura Road,3 BHK,1401,3.0,2.0,69.0,3.0,1401.0,4925.0535331905785,467.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1220,2.0,2.0,60.0,2.0,1220.0,4918.0327868852455,610.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,2.0,2.0,27.0,1.0,525.0,5142.857142857143,525.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,53.0,3.0,1100.0,4818.181818181818,366.6666666666667
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,58.0,3.0,1100.0,5272.727272727273,366.6666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3.0,3.0,60.98,3.0,1452.0,4199.724517906336,484.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1700,3.0,2.0,75.0,3.0,1700.0,4411.764705882353,566.6666666666666
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900,2.0,1.0,41.0,2.0,900.0,4555.555555555556,450.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,53.0,3.0,1100.0,4818.181818181818,366.6666666666667
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1300,2.0,3.0,69.0,3.0,1300.0,5307.692307692308,433.3333333333333
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,2000,3.0,3.0,105.0,3.0,2000.0,5250.0,666.6666666666666
Plot  Area,Ready To Move,Kanakpura Road,2 Bedroom,1200,2.0,0.0,62.0,2.0,1200.0,5166.666666666667,600.0
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,900,2.0,1.0,41.0,2.0,900.0,4555.555555555556,450.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,95.0,3.0,1843.0,5154.639175257732,614.3333333333334
Super built-up  Area,20-Dec,Kanakpura Road,3 BHK,1100,2.0,1.0,53.0,3.0,1100.0,4818.181818181818,366.6666666666667
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,90.0,3.0,1843.0,4883.342376559956,614.3333333333334
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900,2.0,1.0,46.29,2.0,900.0,5143.333333333333,450.0
Super built-up  Area,18-May,Kanakpura Road,1 BHK,850,1.0,1.0,37.32,1.0,850.0,4390.588235294118,850.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1570,3.0,2.0,68.0,3.0,1570.0,4331.210191082802,523.3333333333334
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,30.0,1.0,525.0,5714.285714285715,525.0
Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,1938,3.0,3.0,105.0,3.0,1938.0,5417.956656346749,646.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,96.2,3.0,1843.0,5219.750406945198,614.3333333333334
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,26.0,1.0,525.0,4952.380952380952,525.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1610,3.0,3.0,78.5,3.0,1610.0,4875.776397515528,536.6666666666666
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1250,3.0,3.0,62.6,3.0,1250.0,5008.0,416.6666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,60.91,3.0,1450.0,4200.689655172414,483.3333333333333
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,700,2.0,2.0,36.0,2.0,700.0,5142.857142857143,350.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1622,3.0,2.0,95.0,3.0,1622.0,5856.966707768187,540.6666666666666
Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,900,2.0,1.0,42.0,2.0,900.0,4666.666666666667,450.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3.0,2.0,74.9,3.0,1665.0,4498.498498498499,555.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,60.9,3.0,1450.0,4200.0,483.3333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,67.0,2.0,1339.0,5003.734129947722,669.5
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957,2.0,1.0,58.0,2.0,957.0,6060.606060606061,478.5
Built-up  Area,Ready To Move,Kannamangala,2 BHK,957,2.0,1.0,56.0,2.0,957.0,5851.619644723093,478.5
Built-up  Area,Ready To Move,Kannamangala,4 Bedroom,3000,4.0,0.0,200.0,4.0,3000.0,6666.666666666667,750.0
Super built-up  Area,19-Jul,Kannamangala,3 BHK,1536,3.0,1.0,89.0,3.0,1536.0,5794.270833333333,512.0
Plot  Area,Ready To Move,Kannamangala,4 Bedroom,2400,4.0,1.0,130.0,4.0,2400.0,5416.666666666667,600.0
Super built-up  Area,Ready To Move,Kannamangala,3 BHK,1574,3.0,1.0,93.34,3.0,1574.0,5930.114358322745,524.6666666666666
Built-up  Area,17-Mar,Kannamangala,2 BHK,957,2.0,0.0,52.5,2.0,957.0,5485.8934169279,478.5
Super built-up  Area,18-Dec,Kannamangala,3 BHK,1536,3.0,1.0,104.0,3.0,1536.0,6770.833333333333,512.0
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957,2.0,2.0,54.5,2.0,957.0,5694.879832810867,478.5
Super built-up  Area,Ready To Move,Kannamangala,4 BHK,2422,4.0,3.0,135.0,4.0,2422.0,5573.905862923204,605.5
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957,2.0,1.0,55.0,2.0,957.0,5747.126436781609,478.5
Built-up  Area,17-Sep,Kannamangala,2 BHK,957,2.0,2.0,56.0,2.0,957.0,5851.619644723093,478.5
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,2500,3.0,2.0,180.0,3.0,2500.0,7200.0,833.3333333333334
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,2500,3.0,2.0,190.0,3.0,2500.0,7600.0,833.3333333333334
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,1962,3.0,2.0,175.0,3.0,1962.0,8919.469928644241,654.0
Super built-up  Area,Ready To Move,Karuna Nagar,2 BHK,1057,2.0,1.0,65.0,2.0,1057.0,6149.479659413434,528.5
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1354,2.0,1.0,98.0,3.0,1354.0,7237.81388478582,451.3333333333333
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1945,3.0,3.0,115.0,3.0,1945.0,5912.596401028278,648.3333333333334
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1960,3.0,2.0,165.0,3.0,1960.0,8418.367346938776,653.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1060,2.0,2.0,58.06,2.0,1060.0,5477.358490566037,530.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1563.05,3.0,1.0,105.0,3.0,1563.05,6717.635392341896,521.0166666666667
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1717,3.0,3.0,99.0,3.0,1717.0,5765.87070471753,572.3333333333334
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1799,3.0,3.0,90.0,3.0,1799.0,5002.77932184547,599.6666666666666
Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,3260,4.0,1.0,240.0,4.0,3260.0,7361.963190184049,815.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1349,2.0,2.0,78.0,2.0,1349.0,5782.060785767235,674.5
Super built-up  Area,18-Feb,Kasavanhalli,2 BHK,1121,2.0,2.0,78.0,2.0,1121.0,6958.07314897413,560.5
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100,2.0,1.0,50.0,2.0,1100.0,4545.454545454545,550.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1980,3.0,2.0,88.0,3.0,1980.0,4444.444444444444,660.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200,2.0,1.0,78.0,2.0,1200.0,6500.0,600.0
Super built-up  Area,19-Mar,Kasavanhalli,3 BHK,1646,3.0,2.0,79.5,3.0,1646.0,4829.890643985419,548.6666666666666
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1555,3.0,2.0,82.5,3.0,1555.0,5305.4662379421225,518.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476,3.0,0.0,89.0,3.0,1476.0,6029.810298102981,492.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1493,3.0,2.0,82.0,3.0,1493.0,5492.297387809779,497.6666666666667
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200,2.0,2.0,50.0,2.0,1200.0,4166.666666666667,600.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719,3.0,2.0,116.0,3.0,1719.0,6748.109365910413,573.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1115,2.0,2.0,50.0,2.0,1115.0,4484.304932735426,557.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1125,2.0,1.0,61.2,2.0,1125.0,5440.0,562.5
Super built-up  Area,18-May,Kasavanhalli,3 BHK,2170,3.0,2.0,151.0,3.0,2170.0,6958.52534562212,723.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1915,3.0,3.0,80.0,3.0,1915.0,4177.545691906005,638.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1450,3.0,2.0,77.41,3.0,1450.0,5338.620689655172,483.3333333333333
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476,3.0,1.0,95.0,3.0,1476.0,6436.314363143631,492.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200,2.0,1.0,50.3,2.0,1200.0,4191.666666666667,600.0
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,2100,3.0,3.0,110.0,3.0,2100.0,5238.0952380952385,700.0
Super built-up  Area,19-Jan,Kasavanhalli,3 BHK,1787,3.0,2.0,123.0,3.0,1787.0,6883.044208170118,595.6666666666666
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1090,2.0,2.0,59.8,2.0,1090.0,5486.238532110092,545.0
Super built-up  Area,18-Aug,Kasavanhalli,3 BHK,1691,3.0,2.0,104.0,3.0,1691.0,6150.206978119456,563.6666666666666
Super built-up  Area,18-Oct,Kasavanhalli,4 BHK,4260,4.0,3.0,272.0,4.0,4260.0,6384.976525821597,1065.0
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,2111,4.0,3.0,120.0,3.0,2111.0,5684.509711037423,703.6666666666666
Super built-up  Area,18-Dec,Kasavanhalli,3 BHK,1545,3.0,1.0,69.0,3.0,1545.0,4466.019417475728,515.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,950,2.0,1.0,39.0,2.0,950.0,4105.263157894737,475.0
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,1863,3.0,2.0,105.0,4.0,1863.0,5636.070853462158,465.75
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1667,3.0,2.0,92.0,3.0,1667.0,5518.896220755849,555.6666666666666
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1494,3.0,2.0,82.0,3.0,1494.0,5488.621151271754,498.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1555,3.0,3.0,82.0,3.0,1555.0,5273.311897106109,518.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,770,1.0,1.0,43.82,1.0,770.0,5690.909090909091,770.0
Super built-up  Area,20-Jun,Kasavanhalli,2 BHK,1147,2.0,1.0,60.0,2.0,1147.0,5231.037489102006,573.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1375,2.0,2.0,72.0,2.0,1375.0,5236.363636363636,687.5
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1380,2.0,2.0,55.0,3.0,1380.0,3985.5072463768115,460.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200,2.0,2.0,60.0,2.0,1200.0,5000.0,600.0
Plot  Area,18-May,Kasavanhalli,4 Bedroom,4260,4.0,2.0,333.0,4.0,4260.0,7816.901408450704,1065.0
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1495,2.0,2.0,83.0,2.0,1495.0,5551.8394648829435,747.5
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,4000,4.0,2.0,325.0,4.0,4000.0,8125.0,1000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1225,2.0,1.0,69.0,3.0,1225.0,5632.65306122449,408.3333333333333
Super built-up  Area,18-May,Kasavanhalli,3 BHK,1917,3.0,2.0,132.0,3.0,1917.0,6885.758998435055,639.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1375,2.0,1.0,78.0,2.0,1375.0,5672.727272727273,687.5
Plot  Area,18-May,Kasavanhalli,4 Bedroom,4408,4.0,2.0,344.0,4.0,4408.0,7803.992740471869,1102.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1309,2.0,2.0,95.0,2.0,1309.0,7257.448433919022,654.5
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476,3.0,0.0,105.0,3.0,1476.0,7113.821138211382,492.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1158,2.0,2.0,67.0,2.0,1158.0,5785.837651122625,579.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1214,2.0,3.0,67.0,2.0,1214.0,5518.945634266886,607.0
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,2110,4.0,3.0,120.0,3.0,2110.0,5687.203791469195,703.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1495,2.0,2.0,110.0,2.0,1495.0,7357.859531772575,747.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1575,2.0,3.0,85.0,2.0,1575.0,5396.825396825397,787.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1069,2.0,2.0,55.0,2.0,1069.0,5144.9953227315245,534.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100,2.0,1.0,68.0,2.0,1100.0,6181.818181818182,550.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1715,3.0,3.0,112.0,3.0,1715.0,6530.6122448979595,571.6666666666666
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100,2.0,1.0,65.0,2.0,1100.0,5909.090909090909,550.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1230,2.0,2.0,66.25,2.0,1230.0,5386.178861788618,615.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1819,3.0,1.0,150.0,3.0,1819.0,8246.289169873557,606.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719,3.0,2.0,71.0,3.0,1719.0,4130.308318789994,573.0
Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,1600,3.0,3.0,79.0,3.0,1600.0,4937.5,533.3333333333334
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1585,2.0,2.0,90.0,2.0,1585.0,5678.233438485804,792.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1245,2.0,2.0,80.0,2.0,1245.0,6425.70281124498,622.5
Super built-up  Area,18-May,Kasavanhalli,3 BHK,2035,3.0,2.0,142.0,3.0,2035.0,6977.886977886978,678.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1747,3.0,1.0,110.0,3.0,1747.0,6296.508299942759,582.3333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1377,2.0,2.0,80.0,2.0,1377.0,5809.731299927378,688.5
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1181,2.0,1.0,61.0,2.0,1181.0,5165.114309906859,590.5
Built-up  Area,18-May,Kasavanhalli,2 BHK,1121,2.0,2.0,75.0,2.0,1121.0,6690.454950936663,560.5
Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,1200,2.0,2.0,50.0,2.0,1200.0,4166.666666666667,600.0
Built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1925,3.0,2.0,125.0,3.0,1925.0,6493.506493506494,641.6666666666666
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1567,2.0,2.0,92.0,2.0,1567.0,5871.091257179323,783.5
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1570,3.0,3.0,80.0,3.0,1570.0,5095.541401273886,523.3333333333334
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1565,3.0,2.0,88.5,3.0,1565.0,5654.952076677317,521.6666666666666
